-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.517ms         1.27%       1.517ms       2.634us           0 B           0 B           0 B           0 B           576  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.342ms         1.12%       1.342ms       1.613us           0 B           0 B           0 B           0 B           832  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.221ms         1.02%       1.221ms       0.820us           0 B           0 B           0 B           0 B          1488  
            fused_recurrent_gated_delta_rule_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us       1.178ms         0.99%       1.178ms       6.136us           0 B           0 B           0 B           0 B           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     904.654us         0.76%     904.654us       0.780us           0 B           0 B           0 B           0 B          1160  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     707.072us         0.59%     707.072us       0.842us           0 B           0 B           0 B           0 B           840  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     704.297us         0.59%     704.297us       0.838us           0 B           0 B           0 B           0 B           840  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     601.156us         0.50%     601.156us       3.131us           0 B           0 B           0 B           0 B           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     590.492us         0.49%     590.492us       1.153us           0 B           0 B           0 B           0 B           512  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     551.908us         0.46%     551.908us       2.875us           0 B           0 B           0 B           0 B           192  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     400.029us         0.33%     400.029us       2.083us           0 B           0 B           0 B           0 B           192  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us     398.915us         0.33%     398.915us       6.233us           0 B           0 B           0 B           0 B            64  
                     triton_red_fused__to_copy_argmax_1         0.03%      43.410us         0.05%      60.820us       7.603us     387.748us         0.32%     387.748us      48.469us           0 B           0 B           0 B           0 B             8  
                     triton_red_fused__to_copy_argmax_1         0.00%       0.000us         0.00%       0.000us       0.000us     387.748us         0.32%     387.748us      48.469us           0 B           0 B           0 B           0 B             8  
void causal_conv1d_update_kernel<Causal_conv1d_updat...         0.00%       0.000us         0.00%       0.000us       0.000us     309.574us         0.26%     309.574us       1.612us           0 B           0 B           0 B           0 B           192  
                            triton_poi_fused_mul_silu_0         0.00%       0.000us         0.00%       0.000us       0.000us     278.147us         0.23%     278.147us       1.087us           0 B           0 B           0 B           0 B           256  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     265.408us         0.22%     265.408us       1.037us           0 B           0 B           0 B           0 B           256  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     226.620us         0.19%     226.620us       1.180us           0 B           0 B           0 B           0 B           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     225.157us         0.19%     225.157us       0.880us           0 B           0 B           0 B           0 B           256  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     212.325us         0.18%     212.325us       1.106us           0 B           0 B           0 B           0 B           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     205.757us         0.17%     205.757us       1.072us           0 B           0 B           0 B           0 B           192  
void flash::flash_fwd_splitkv_combine_kernel<Flash_f...         0.00%       0.000us         0.00%       0.000us       0.000us     195.361us         0.16%     195.361us       3.053us           0 B           0 B           0 B           0 B            64  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     187.553us         0.16%     187.553us       1.465us           0 B           0 B           0 B           0 B           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     177.533us         0.15%     177.533us       0.925us           0 B           0 B           0 B           0 B           192  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     158.495us         0.13%     158.495us       0.825us           0 B           0 B           0 B           0 B           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     145.847us         0.12%     145.847us       0.760us           0 B           0 B           0 B           0 B           192  
void cublasLt::splitKreduce_kernel<32, 16, int, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us     133.372us         0.11%     133.372us       1.042us           0 B           0 B           0 B           0 B           128  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     103.584us         0.09%     103.584us       0.809us           0 B           0 B           0 B           0 B           128  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      96.992us         0.08%      96.992us       6.062us           0 B           0 B           0 B           0 B            16  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us      82.656us         0.07%      82.656us       1.291us           0 B           0 B           0 B           0 B            64  
                                   store_kvcache_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      73.184us         0.06%      73.184us       1.144us           0 B           0 B           0 B           0 B            64  
                                            aten::copy_         0.11%     150.591us         0.39%     511.847us       4.570us      61.952us         0.05%      61.952us       0.553us           0 B           0 B           0 B           0 B           112  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      55.779us         0.05%      55.779us       0.872us           0 B           0 B           0 B           0 B            64  
                                            aten::fill_         0.05%      63.841us         0.14%     181.372us       3.779us      35.521us         0.03%      35.521us       0.740us           0 B           0 B           0 B           0 B            48  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      33.024us         0.03%      33.024us       0.826us           0 B           0 B           0 B           0 B            40  
                                          aten::nonzero         0.08%     103.220us        90.97%     119.681ms      14.960ms      30.849us         0.03%      30.849us       3.856us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      17.761us         0.01%      17.761us       0.740us           0 B           0 B           0 B           0 B            24  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      17.760us         0.01%      17.760us       0.740us           0 B           0 B           0 B           0 B            24  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      16.736us         0.01%      16.736us       0.349us           0 B           0 B           0 B           0 B            48  
                                          memcpy32_post         0.00%       0.000us         0.00%       0.000us       0.000us      12.959us         0.01%      12.959us       1.620us           0 B           0 B           0 B           0 B             8  
void at_cuda_detail::cub::DeviceSelectSweepKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us      10.817us         0.01%      10.817us       1.352us           0 B           0 B           0 B           0 B             8  
void at_cuda_detail::cub::DeviceReduceSingleTileKern...         0.00%       0.000us         0.00%       0.000us       0.000us       9.824us         0.01%       9.824us       1.228us           0 B           0 B           0 B           0 B             8  
                                  triton_poi_fused_gt_0         0.05%      64.020us         0.07%      90.280us      11.285us       8.285us         0.01%       8.285us       1.036us           0 B           0 B           0 B           0 B             8  
                                  triton_poi_fused_gt_0         0.00%       0.000us         0.00%       0.000us       0.000us       8.285us         0.01%       8.285us       1.036us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       7.264us         0.01%       7.264us       0.908us           0 B           0 B           0 B           0 B             8  
void at_cuda_detail::cub::DeviceCompactInitKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.792us         0.00%       5.792us       0.724us           0 B           0 B           0 B           0 B             8  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us       4.416us         0.00%       4.416us       0.552us           0 B           0 B           0 B           0 B             8  
                               cudaEventRecordWithFlags         0.02%      22.690us         0.02%      22.690us       0.473us       4.224us         0.00%       4.224us       0.088us           0 B           0 B           0 B           0 B            48  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       2.816us         0.00%       2.816us       0.352us           0 B           0 B           0 B           0 B             8  
                                  cudaStreamIsCapturing         0.01%      11.750us         0.01%      11.750us       0.210us       2.752us         0.00%       2.752us       0.049us           0 B           0 B           0 B           0 B            56  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       2.112us         0.00%       2.112us       0.264us           0 B           0 B           0 B           0 B             8  
                                          ProfilerStep*         0.11%     141.812us       100.00%     131.565ms      16.446ms       0.000us         0.00%      10.372ms       1.296ms           0 B           0 B           0 B           0 B             8  
                                      nano::decode_step         1.18%       1.546ms        99.89%     131.423ms      16.428ms       0.000us         0.00%      10.372ms       1.296ms           0 B        -512 B           0 B     -15.19 MB             8  
                                            aten::empty         0.03%      42.130us         0.05%      60.930us       1.088us       0.000us         0.00%       0.000us       0.000us         256 B         256 B           0 B           0 B            56  
                                         cudaEventQuery         0.02%      22.790us         0.02%      22.790us       0.407us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            56  
                                               aten::to         0.03%      43.102us         0.39%     515.380us       4.602us       0.000us         0.00%      21.664us       0.193us         256 B           0 B      28.00 KB           0 B           112  
                                       aten::lift_fresh         0.00%       1.980us         0.00%       1.980us       0.035us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            56  
                                          aten::detach_         0.00%       2.430us         0.00%       2.430us       0.043us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            56  
                                         aten::_to_copy         0.05%      63.873us         0.36%     472.278us       7.379us       0.000us         0.00%      21.664us       0.339us         256 B          32 B      28.00 KB           0 B            64  
                                    aten::empty_strided         0.07%      95.270us         0.07%      95.270us       1.489us       0.000us         0.00%       0.000us       0.000us         224 B         224 B      28.00 KB      28.00 KB            64  
                                        cudaMemcpyAsync         0.26%     340.735us         0.26%     340.735us       3.042us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           112  
                                            aten::zero_         0.02%      20.161us         0.10%     127.333us       5.306us       0.000us         0.00%      17.825us       0.743us           0 B           0 B           0 B           0 B            24  
                                       cudaLaunchKernel         0.15%     192.933us         0.15%     192.933us       2.412us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            80  
                                            aten::slice         0.04%      49.812us         0.05%      65.952us       0.824us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            80  
                                       aten::as_strided         0.02%      21.950us         0.02%      21.950us       0.229us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            96  
                                  cudaStreamSynchronize        90.81%     119.482ms        90.81%     119.482ms       4.978ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            24  
                                        cudaGraphLaunch         6.20%       8.163ms         6.20%       8.163ms       1.020ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                   cudaDriverGetVersion         0.00%       0.500us         0.00%       0.500us       0.063us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                           aten::linear         0.01%      11.370us         0.14%     186.283us      23.285us       0.000us         0.00%       9.841ms       1.230ms           0 B           0 B      15.16 MB           0 B             8  
                                                aten::t         0.01%      18.181us         0.03%      38.991us       2.437us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                        aten::transpose         0.01%      15.000us         0.02%      20.810us       1.301us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                           aten::matmul         0.01%       6.710us         0.11%     150.642us      18.830us       0.000us         0.00%       9.841ms       1.230ms           0 B           0 B      15.16 MB           0 B             8  
                                 cudaDeviceGetAttribute         0.00%       5.210us         0.00%       5.210us       0.326us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                         cuLaunchKernel         0.05%      71.500us         0.05%      71.500us       2.979us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            24  
                               TorchDynamo Cache Lookup         0.05%      70.880us         0.05%      70.880us       4.430us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                             Torch-Compiled Region: 1/0         0.30%     395.148us        91.50%     120.380ms      15.047ms       0.000us         0.00%     426.882us      53.360us           0 B           0 B       4.00 KB       4.00 KB             8  
                                      Pregraph bytecode         0.01%      17.440us         0.01%      17.440us       1.090us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                 AOTDispatcher Runtime Wrapper Prologue         0.02%      29.940us         0.02%      29.940us       1.871us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                    cudaPeekAtLastError         0.00%       1.630us         0.00%       1.630us       0.034us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            48  
                                          aten::resize_         0.00%       4.230us         0.00%       4.230us       0.529us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                             aten::set_         0.01%      14.740us         0.01%      14.740us       1.843us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                             Torch-Compiled Region: 2/0         0.06%      76.651us         0.07%      98.191us      12.274us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                     aten::resolve_conj         0.00%       0.860us         0.00%       0.860us       0.108us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                      aten::resolve_neg         0.00%       0.510us         0.00%       0.510us       0.064us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                  cudaDeviceSynchronize         0.02%      23.770us         0.02%      23.770us       2.641us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             9  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 131.566ms
Self CUDA time total: 119.521ms
