-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     696.224us         0.69%     696.224us       0.829us           0 B           0 B           0 B           0 B           840  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     694.618us         0.69%     694.618us       0.827us           0 B           0 B           0 B           0 B           840  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     684.708us         0.68%     684.708us       3.566us           0 B           0 B           0 B           0 B           192  
            fused_recurrent_gated_delta_rule_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     615.713us         0.61%     615.713us       3.207us           0 B           0 B           0 B           0 B           192  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     604.350us         0.60%     604.350us       1.349us           0 B           0 B           0 B           0 B           448  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     554.848us         0.55%     554.848us       2.890us           0 B           0 B           0 B           0 B           192  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     480.485us         0.48%     480.485us       2.503us           0 B           0 B           0 B           0 B           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     434.275us         0.43%     434.275us       0.848us           0 B           0 B           0 B           0 B           512  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     392.928us         0.39%     392.928us      49.116us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     382.336us         0.38%     382.336us       0.853us           0 B           0 B           0 B           0 B           448  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us     379.299us         0.38%     379.299us       5.927us           0 B           0 B           0 B           0 B            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     360.992us         0.36%     360.992us       1.880us           0 B           0 B           0 B           0 B           192  
void causal_conv1d_update_kernel<Causal_conv1d_updat...         0.00%       0.000us         0.00%       0.000us       0.000us     295.327us         0.29%     295.327us       1.538us           0 B           0 B           0 B           0 B           192  
                                          memcpy32_post         0.00%       0.000us         0.00%       0.000us       0.000us     294.535us         0.29%     294.535us       0.898us           0 B           0 B           0 B           0 B           328  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     261.150us         0.26%     261.150us       1.020us           0 B           0 B           0 B           0 B           256  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     219.963us         0.22%     219.963us       1.146us           0 B           0 B           0 B           0 B           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     214.527us         0.21%     214.527us       1.117us           0 B           0 B           0 B           0 B           192  
                     triton_red_fused__to_copy_argmax_1         0.04%      43.431us         0.05%      60.541us       7.568us     205.344us         0.20%     205.344us      25.668us           0 B           0 B           0 B           0 B             8  
                     triton_red_fused__to_copy_argmax_1         0.00%       0.000us         0.00%       0.000us       0.000us     205.344us         0.20%     205.344us      25.668us           0 B           0 B           0 B           0 B             8  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     193.864us         0.19%     193.864us       0.757us           0 B           0 B           0 B           0 B           256  
void flash::flash_fwd_splitkv_combine_kernel<Flash_f...         0.00%       0.000us         0.00%       0.000us       0.000us     193.540us         0.19%     193.540us       3.024us           0 B           0 B           0 B           0 B            64  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     188.549us         0.19%     188.549us       0.982us           0 B           0 B           0 B           0 B           192  
                            triton_poi_fused_mul_silu_0         0.00%       0.000us         0.00%       0.000us       0.000us     185.986us         0.18%     185.986us       0.727us           0 B           0 B           0 B           0 B           256  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     179.678us         0.18%     179.678us       1.404us           0 B           0 B           0 B           0 B           128  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     148.963us         0.15%     148.963us       0.776us           0 B           0 B           0 B           0 B           192  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     101.638us         0.10%     101.638us       0.794us           0 B           0 B           0 B           0 B           128  
                                            aten::copy_         0.12%     135.621us         0.43%     487.738us       4.355us      62.844us         0.06%      62.844us       0.561us           0 B           0 B           0 B           0 B           112  
                                   store_kvcache_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      56.962us         0.06%      56.962us       0.890us           0 B           0 B           0 B           0 B            64  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us      56.318us         0.06%      56.318us       0.880us           0 B           0 B           0 B           0 B            64  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      54.015us         0.05%      54.015us       0.844us           0 B           0 B           0 B           0 B            64  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      42.909us         0.04%      42.909us       0.894us           0 B           0 B           0 B           0 B            48  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us      38.017us         0.04%      38.017us       2.376us           0 B           0 B           0 B           0 B            16  
                                            aten::fill_         0.06%      62.120us         0.16%     180.682us       3.764us      35.706us         0.04%      35.706us       0.744us           0 B           0 B           0 B           0 B            48  
                                          aten::nonzero         0.09%     105.882us        89.83%     100.897ms      12.612ms      30.910us         0.03%      30.910us       3.864us           0 B           0 B           0 B           0 B             8  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      17.885us         0.02%      17.885us       0.745us           0 B           0 B           0 B           0 B            24  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      17.821us         0.02%      17.821us       0.743us           0 B           0 B           0 B           0 B            24  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      13.376us         0.01%      13.376us       0.279us           0 B           0 B           0 B           0 B            48  
void at_cuda_detail::cub::DeviceSelectSweepKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us      10.847us         0.01%      10.847us       1.356us           0 B           0 B           0 B           0 B             8  
void at_cuda_detail::cub::DeviceReduceSingleTileKern...         0.00%       0.000us         0.00%       0.000us       0.000us       9.952us         0.01%       9.952us       1.244us           0 B           0 B           0 B           0 B             8  
                                  triton_poi_fused_gt_0         0.06%      65.130us         0.08%      92.060us      11.507us       8.352us         0.01%       8.352us       1.044us           0 B           0 B           0 B           0 B             8  
                                  triton_poi_fused_gt_0         0.00%       0.000us         0.00%       0.000us       0.000us       8.352us         0.01%       8.352us       1.044us           0 B           0 B           0 B           0 B             8  
void at_cuda_detail::cub::DeviceCompactInitKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.727us         0.01%       5.727us       0.716us           0 B           0 B           0 B           0 B             8  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       4.511us         0.00%       4.511us       0.564us           0 B           0 B           0 B           0 B             8  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us       4.384us         0.00%       4.384us       0.548us           0 B           0 B           0 B           0 B             8  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       2.048us         0.00%       2.048us       0.256us           0 B           0 B           0 B           0 B             8  
                                  cudaStreamIsCapturing         0.01%      12.360us         0.01%      12.360us       0.221us       1.503us         0.00%       1.503us       0.027us           0 B           0 B           0 B           0 B            56  
                               cudaEventRecordWithFlags         0.02%      23.240us         0.02%      23.240us       0.484us       0.735us         0.00%       0.735us       0.015us           0 B           0 B           0 B           0 B            48  
                                          ProfilerStep*         0.13%     140.771us       100.00%     112.325ms      14.041ms       0.000us         0.00%      10.327ms       1.291ms           0 B           0 B           0 B           0 B             8  
                                      nano::decode_step         1.29%       1.444ms        99.87%     112.184ms      14.023ms       0.000us         0.00%      10.327ms       1.291ms           0 B        -128 B           0 B      -3.82 MB             8  
                                            aten::empty         0.04%      41.313us         0.05%      60.063us       1.073us       0.000us         0.00%       0.000us       0.000us          64 B          64 B           0 B           0 B            56  
                                         cudaEventQuery         0.02%      22.740us         0.02%      22.740us       0.406us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            56  
                                               aten::to         0.04%      42.300us         0.46%     513.695us       4.587us       0.000us         0.00%      19.935us       0.178us          64 B           0 B      28.00 KB           0 B           112  
                                       aten::lift_fresh         0.00%       1.700us         0.00%       1.700us       0.030us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            56  
                                          aten::detach_         0.00%       2.680us         0.00%       2.680us       0.048us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            56  
                                         aten::_to_copy         0.06%      64.350us         0.42%     471.395us       7.366us       0.000us         0.00%      19.935us       0.311us          64 B           0 B      28.00 KB           0 B            64  
                                    aten::empty_strided         0.09%      95.740us         0.09%      95.740us       1.496us       0.000us         0.00%       0.000us       0.000us          64 B          64 B      28.00 KB      28.00 KB            64  
                                        cudaMemcpyAsync         0.31%     348.288us         0.31%     348.288us       2.902us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           120  
                                            aten::zero_         0.02%      19.800us         0.11%     126.812us       5.284us       0.000us         0.00%      17.821us       0.743us           0 B           0 B           0 B           0 B            24  
                                       cudaLaunchKernel         0.18%     207.513us         0.18%     207.513us       2.594us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            80  
                                            aten::slice         0.04%      48.742us         0.06%      63.482us       0.794us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            80  
                                       aten::as_strided         0.02%      21.650us         0.02%      21.650us       0.226us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            96  
                                  cudaStreamSynchronize        89.64%     100.693ms        89.64%     100.693ms       4.196ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            24  
                                        cudaGraphLaunch         7.00%       7.859ms         7.00%       7.859ms     982.398us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                   cudaDriverGetVersion         0.00%       0.560us         0.00%       0.560us       0.070us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                           aten::linear         0.01%      11.070us         0.15%     164.092us      20.511us       0.000us         0.00%       9.982ms       1.248ms           0 B           0 B       3.79 MB           0 B             8  
                                                aten::t         0.02%      17.620us         0.04%      39.610us       2.476us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                        aten::transpose         0.01%      15.080us         0.02%      21.990us       1.374us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                           aten::matmul         0.01%       6.700us         0.11%     129.062us      16.133us       0.000us         0.00%       9.982ms       1.248ms           0 B           0 B       3.79 MB           0 B             8  
                               TorchDynamo Cache Lookup         0.06%      70.371us         0.06%      70.371us       4.398us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                             Torch-Compiled Region: 1/0         0.35%     392.335us        90.45%     101.597ms      12.700ms       0.000us         0.00%     244.606us      30.576us           0 B           0 B       4.00 KB       4.00 KB             8  
                                      Pregraph bytecode         0.02%      17.710us         0.02%      17.710us       1.107us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                 AOTDispatcher Runtime Wrapper Prologue         0.03%      30.201us         0.03%      30.201us       1.888us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                         cuLaunchKernel         0.04%      44.040us         0.04%      44.040us       2.752us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16  
                                    cudaPeekAtLastError         0.00%       1.530us         0.00%       1.530us       0.032us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            48  
                                          aten::resize_         0.00%       4.360us         0.00%       4.360us       0.545us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                 cudaDeviceGetAttribute         0.00%       3.390us         0.00%       3.390us       0.424us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                             aten::set_         0.01%      14.840us         0.01%      14.840us       1.855us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                             Torch-Compiled Region: 2/0         0.07%      78.101us         0.09%     100.692us      12.586us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                     aten::resolve_conj         0.00%       0.800us         0.00%       0.800us       0.100us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                      aten::resolve_neg         0.00%       0.540us         0.00%       0.540us       0.068us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             8  
                                  cudaDeviceSynchronize         0.02%      23.910us         0.02%      23.910us       2.657us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             9  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 112.326ms
Self CUDA time total: 100.630ms
