-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                              aten::mul         2.53%       6.245ms         4.63%      11.436ms       4.332us       2.926ms         2.86%       2.926ms       1.108us           0 B           0 B      28.97 MB      28.97 MB          2640  
                                              aten::add         2.54%       6.286ms         4.44%      10.981ms       4.733us       2.069ms         2.02%       2.069ms       0.892us        -288 B        -288 B      12.91 MB      12.91 MB          2320  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us       1.517ms         1.48%       1.517ms       1.025us           0 B           0 B           0 B           0 B          1480  
                                             aten::mean         1.42%       3.497ms         2.12%       5.244ms       6.242us       1.408ms         1.38%       1.408ms       1.676us           0 B           0 B     420.00 KB     420.00 KB           840  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us       1.408ms         1.38%       1.408ms       1.676us           0 B           0 B           0 B           0 B           840  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us       1.329ms         1.30%       1.329ms       0.893us           0 B           0 B           0 B           0 B          1488  
                                      aten::index_copy_         0.38%     929.967us         1.06%       2.616ms       6.811us       1.181ms         1.16%       1.189ms       3.095us           0 B           0 B           0 B           0 B           384  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     967.473us         0.95%     967.473us       0.834us           0 B           0 B           0 B           0 B          1160  
                                     aten::index_select         0.36%     888.379us         1.04%       2.567ms       6.548us     918.480us         0.90%     918.480us       2.343us           0 B           0 B     396.06 MB           0 B           392  
                                            aten::rsqrt         0.82%       2.027ms         1.50%       3.708ms       4.414us     796.398us         0.78%     796.398us       0.948us           0 B           0 B     420.00 KB     420.00 KB           840  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     796.398us         0.78%     796.398us       0.948us           0 B           0 B           0 B           0 B           840  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     792.866us         0.78%     792.866us       0.877us           0 B           0 B           0 B           0 B           904  
                                              aten::pow         1.24%       3.061ms         2.01%       4.974ms       5.922us     713.406us         0.70%     713.406us       0.849us           0 B           0 B      12.38 MB      12.38 MB           840  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     713.406us         0.70%     713.406us       0.849us           0 B           0 B           0 B           0 B           840  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     690.051us         0.68%     690.051us       3.594us           0 B           0 B           0 B           0 B           192  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     635.564us         0.62%     635.564us       3.310us           0 B           0 B           0 B           0 B           192  
                                 FusedRecurrentFunction         6.82%      16.857ms         7.49%      18.514ms      96.428us     626.346us         0.61%     626.346us       3.262us           0 B           0 B     385.50 MB           0 B           192  
            fused_recurrent_gated_delta_rule_fwd_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     626.346us         0.61%     626.346us       3.262us           0 B           0 B           0 B           0 B           192  
                                   nano::gdn_delta_rule         0.00%       0.000us         0.00%       0.000us       0.000us     626.346us         0.61%     626.346us       3.262us           0 B           0 B           0 B           0 B           192  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     625.476us         0.61%     625.476us       1.396us           0 B           0 B           0 B           0 B           448  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     560.782us         0.55%     560.782us       2.921us           0 B           0 B           0 B           0 B           192  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     491.301us         0.48%     491.301us       2.559us           0 B           0 B           0 B           0 B           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     450.594us         0.44%     450.594us       0.880us           0 B           0 B           0 B           0 B           512  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     407.981us         0.40%     407.981us       0.911us           0 B           0 B           0 B           0 B           448  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us     382.303us         0.37%     382.303us       5.973us           0 B           0 B           0 B           0 B            64  
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     373.511us         0.37%     373.511us       1.945us           0 B           0 B           0 B           0 B           192  
                    DaoAILab::_causal_conv1d_update_cpp         1.48%       3.667ms         1.71%       4.227ms      22.014us     309.087us         0.30%     309.087us       1.610us           0 B           0 B           0 B           0 B           192  
void causal_conv1d_update_kernel<Causal_conv1d_updat...         0.00%       0.000us         0.00%       0.000us       0.000us     309.087us         0.30%     309.087us       1.610us           0 B           0 B           0 B           0 B           192  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     306.820us         0.30%     306.820us       0.959us           0 B           0 B           0 B           0 B           320  
                                              aten::cat         0.35%     862.234us         0.58%       1.426ms       5.570us     294.309us         0.29%     294.309us       1.150us           0 B           0 B     960.00 KB     960.00 KB           256  
                                          aten::sigmoid         0.37%     924.859us         0.60%       1.482ms       5.790us     288.933us         0.28%     288.933us       1.129us           0 B           0 B     608.00 KB     608.00 KB           256  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     288.933us         0.28%     288.933us       1.129us           0 B           0 B           0 B           0 B           256  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     282.916us         0.28%     282.916us       1.415us           0 B           0 B           0 B           0 B           200  
                                              aten::exp         0.22%     544.079us         0.38%     938.423us       4.888us     236.224us         0.23%     236.224us       1.230us           0 B           0 B      96.00 KB      96.00 KB           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     236.224us         0.23%     236.224us       1.230us           0 B           0 B           0 B           0 B           192  
void at::native::elementwise_kernel<128, 2, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     224.357us         0.22%     224.357us       0.876us           0 B           0 B           0 B           0 B           256  
                            triton_poi_fused_mul_silu_0         0.81%       1.993ms         1.08%       2.676ms      10.452us     219.870us         0.22%     219.870us       0.859us           0 B           0 B           0 B           0 B           256  
                            triton_poi_fused_mul_silu_0         0.00%       0.000us         0.00%       0.000us       0.000us     219.870us         0.22%     219.870us       0.859us           0 B           0 B           0 B           0 B           256  
                                             aten::silu         0.24%     592.250us         0.40%     977.343us       5.090us     217.827us         0.21%     217.827us       1.135us           0 B           0 B       3.00 MB       3.00 MB           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     217.827us         0.21%     217.827us       1.135us           0 B           0 B           0 B           0 B           192  
                                         aten::softplus         0.25%     617.480us         0.41%       1.018ms       5.302us     203.290us         0.20%     203.290us       1.059us           0 B           0 B      96.00 KB      96.00 KB           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     203.290us         0.20%     203.290us       1.059us           0 B           0 B           0 B           0 B           192  
                     triton_red_fused__to_copy_argmax_1         0.02%      43.860us         0.03%      62.210us       7.776us     203.202us         0.20%     203.202us      25.400us           0 B           0 B           0 B           0 B             8  
                     triton_red_fused__to_copy_argmax_1         0.00%       0.000us         0.00%       0.000us       0.000us     203.202us         0.20%     203.202us      25.400us           0 B           0 B           0 B           0 B             8  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     183.138us         0.18%     183.138us       1.431us           0 B           0 B           0 B           0 B           128  
                                              aten::neg         0.23%     573.338us         0.39%     961.181us       5.006us     168.800us         0.17%     168.800us       0.879us           0 B           0 B      96.00 KB      96.00 KB           192  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     168.800us         0.17%     168.800us       0.879us           0 B           0 B           0 B           0 B           192  
void flash::flash_fwd_splitkv_combine_kernel<Flash_f...         0.00%       0.000us         0.00%       0.000us       0.000us     156.479us         0.15%     156.479us       2.445us           0 B           0 B           0 B           0 B            64  
                                 cudaDeviceGetAttribute         0.02%      46.860us         0.02%      46.860us       0.234us     128.355us         0.13%     128.355us       0.642us           0 B           0 B           0 B           0 B           200  
                                  cudaStreamIsCapturing         0.01%      12.780us         0.01%      12.780us       0.266us     123.905us         0.12%     123.905us       2.581us           0 B           0 B           0 B           0 B            48  
                                              aten::sub         0.14%     353.724us         0.24%     599.960us       4.687us     118.789us         0.12%     118.789us       0.928us           0 B           0 B     160.00 KB     160.00 KB           128  
void at::native::(anonymous namespace)::CatArrayBatc...         0.00%       0.000us         0.00%       0.000us       0.000us     111.171us         0.11%     111.171us       0.869us           0 B           0 B           0 B           0 B           128  
                                            aten::index         0.22%     542.020us         0.35%     857.156us      13.393us      64.063us         0.06%      64.063us       1.001us           0 B           0 B      64.00 KB      64.00 KB            64  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us      64.063us         0.06%      64.063us       1.001us           0 B           0 B           0 B           0 B            64  
                                   store_kvcache_kernel         0.00%       0.000us         0.00%       0.000us       0.000us      59.067us         0.06%      59.067us       0.923us           0 B           0 B           0 B           0 B            64  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      55.773us         0.05%      55.773us       0.871us           0 B           0 B           0 B           0 B            64  
                                          aten::nonzero         0.06%     140.442us         3.93%       9.706ms       1.213ms      30.878us         0.03%      30.878us       3.860us           0 B           0 B           0 B           0 B             8  
                                       cuLaunchKernelEx         0.33%     813.617us         0.33%     813.617us       3.178us      26.912us         0.03%      26.912us       0.105us           0 B           0 B           0 B           0 B           256  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us      13.119us         0.01%      13.119us       0.273us           0 B           0 B           0 B           0 B            48  
void at_cuda_detail::cub::DeviceSelectSweepKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us      10.847us         0.01%      10.847us       1.356us           0 B           0 B           0 B           0 B             8  
void at_cuda_detail::cub::DeviceReduceSingleTileKern...         0.00%       0.000us         0.00%       0.000us       0.000us       9.951us         0.01%       9.951us       1.244us           0 B           0 B           0 B           0 B             8  
                                  triton_poi_fused_gt_0         0.02%      59.701us         0.04%      86.922us      10.865us       6.785us         0.01%       6.785us       0.848us           0 B           0 B           0 B           0 B             8  
                                  triton_poi_fused_gt_0         0.00%       0.000us         0.00%       0.000us       0.000us       6.785us         0.01%       6.785us       0.848us           0 B           0 B           0 B           0 B             8  
                               cudaEventRecordWithFlags         0.01%      29.090us         0.01%      29.090us       0.606us       6.368us         0.01%       6.368us       0.133us           0 B           0 B           0 B           0 B            48  
                                   cudaFuncSetAttribute         0.03%      66.611us         0.03%      66.611us       1.041us       6.178us         0.01%       6.178us       0.097us           0 B           0 B           0 B           0 B            64  
void at_cuda_detail::cub::DeviceCompactInitKernel<at...         0.00%       0.000us         0.00%       0.000us       0.000us       5.728us         0.01%       5.728us       0.716us           0 B           0 B           0 B           0 B             8  
                       Memcpy HtoD (Pageable -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       4.480us         0.00%       4.480us       0.280us           0 B           0 B           0 B           0 B            16  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us       4.352us         0.00%       4.352us       0.544us           0 B           0 B           0 B           0 B             8  
                       Memcpy DtoH (Device -> Pageable)         0.00%       0.000us         0.00%       0.000us       0.000us       4.319us         0.00%       4.319us       0.540us           0 B           0 B           0 B           0 B             8  
                                           Buffer Flush         0.06%     137.362us         0.06%     138.212us      69.106us       3.872us         0.00%       3.872us       1.936us           0 B           0 B           0 B           0 B             2  
                                       cudaLaunchKernel        13.61%      33.618ms        13.61%      33.618ms       2.119us       3.744us         0.00%       3.744us       0.000us           0 B           0 B           0 B           0 B         15864  
                                Activity Buffer Request         0.25%     616.869us         0.25%     616.869us     616.869us       3.424us         0.00%       3.424us       3.424us           0 B           0 B           0 B           0 B             1  
                                          ProfilerStep*         0.06%     140.133us       100.00%     247.057ms      30.882ms       0.000us         0.00%     101.891ms      12.736ms           0 B           0 B           0 B           0 B             8  
                                      nano::decode_step        16.71%      41.293ms        99.94%     246.917ms      30.865ms       0.000us         0.00%     101.891ms      12.736ms           0 B         224 B           0 B    -891.30 MB             8  
                                            aten::empty         0.71%       1.754ms         0.72%       1.776ms       1.379us       0.000us         0.00%       0.000us       0.000us         128 B         128 B     391.56 MB     391.56 MB          1288  
                                         cudaEventQuery         0.01%      27.120us         0.01%      27.120us       0.484us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            56  
                                               aten::to         0.58%       1.427ms         9.28%      22.938ms       4.885us       0.000us         0.00%       5.126ms       1.091us          64 B           0 B      32.00 MB           0 B          4696  
                                       aten::lift_fresh         0.00%       2.670us         0.00%       2.670us       0.042us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            64  
                                          aten::detach_         0.00%       2.650us         0.00%       2.650us       0.041us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            64  
                                         aten::_to_copy         1.57%       3.878ms         8.71%      21.512ms       6.283us       0.000us         0.00%       5.126ms       1.497us          64 B           0 B      32.00 MB           0 B          3424  
                                    aten::empty_strided         2.35%       5.805ms         2.35%       5.805ms       1.385us       0.000us         0.00%       0.000us       0.000us          64 B          64 B      49.06 MB      49.06 MB          4192  
                                        cudaMemcpyAsync         0.94%       2.316ms         0.94%       2.316ms       5.790us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           400  
                                 nano::gdn_state_gather         0.97%       2.407ms         2.33%       5.747ms     718.351us       0.000us         0.00%     908.848us     113.606us           0 B         -64 B     396.00 MB      -4.00 KB             8  
                                  cudaStreamSynchronize         3.82%       9.441ms         3.82%       9.441ms     295.042us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            32  
                                            aten::slice         0.55%       1.357ms         0.71%       1.764ms       0.861us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          2048  
                                       aten::as_strided         0.90%       2.231ms         0.90%       2.231ms       0.270us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          8272  
                                           aten::select         0.38%     942.355us         0.46%       1.130ms       0.981us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          1152  
                                          aten::resize_         0.21%     523.769us         0.21%     523.769us       1.309us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     396.06 MB     396.06 MB           400  
                                        aten::embedding         0.00%       8.270us         0.03%      65.951us       8.244us       0.000us         0.00%      11.808us       1.476us           0 B           0 B      64.00 KB           0 B             8  
                                      aten::result_type         0.05%     135.161us         0.05%     135.161us       0.161us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           840  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 247.057ms
Self CUDA time total: 102.186ms
